city_name,state,abbreviation,population,latitude,longitude
Marysville,Washington,WA,63269,48.0517637,-122.1770818
Perris,California,CA,72326,33.7825194,-117.22864779999999
Cleveland,Ohio,OH,390113,41.499320000000004,-81.6943605
Worcester,Massachusetts,MA,182544,42.262593200000005,-71.8022934
Columbia,South Carolina,SC,133358,34.0007104,-81.0348144
Waterbury,Connecticut,CT,109676,41.558152500000006,-73.0514965
Eagan,Minnesota,MN,65453,44.804132200000005,-93.1668858
Southfield,Michigan,MI,73006,42.473368799999996,-83.2218731
Lafayette,Louisiana,LA,124276,30.2240897,-92.0198427
Boise City,Idaho,ID,214237,43.6187102,-116.2146068
Elkhart,Indiana,IN,51265,41.6819935,-85.9766671
Buena Park,California,CA,82882,33.867514299999996,-117.99811809999999
Marietta,Georgia,GA,59089,33.952602,-84.5499327
Parker,Colorado,CO,48608,39.5186002,-104.76136329999999
West Palm Beach,Florida,FL,102436,26.7153424,-80.0533746
Salem,Massachusetts,MA,42544,42.51954,-70.8967155
Aurora,Illinois,IL,199963,41.7605849,-88.3200715
Leesburg,Virginia,VA,47673,39.1156615,-77.5636015
Doral,Florida,FL,50213,25.8195424,-80.3553302
Westminster,California,CA,91739,33.7513419,-117.99399209999999
Lubbock,Texas,TX,239538,33.5778631,-101.85516650000001
Overland Park,Kansas,KS,181260,38.9822282,-94.6707917
Jackson,Mississippi,MS,172638,32.298757300000005,-90.1848103
Gastonia,North Carolina,NC,73209,35.262082,-81.1873005
Daytona Beach,Florida,FL,62316,29.2108147,-81.02283309999999
Kansas City,Missouri,MO,467007,39.0997265,-94.5785667
Rancho Palos Verdes,California,CA,42448,33.7444613,-118.3870173
Burnsville,Minnesota,MN,61434,44.7677424,-93.27772259999999
Rowlett,Texas,TX,58043,32.9029017,-96.56388000000001
Roswell,New Mexico,NM,48611,33.3942655,-104.52302420000001
Montgomery,Alabama,AL,201332,32.366805199999995,-86.2999689
Logan,Utah,UT,48913,41.7369803,-111.83383590000001
Woburn,Massachusetts,MA,39083,42.479261799999996,-71.1522765
Allentown,Pennsylvania,PA,118577,40.6084305,-75.4901833
Mount Pleasant,South Carolina,SC,74885,32.8323225,-79.82842579999999
Columbus,Georgia,GA,202824,32.4609764,-84.9877094
Buffalo,New York,NY,258959,42.8864468,-78.8783689
New Berlin,Wisconsin,WI,39834,42.9764027,-88.10842240000001
North Richland Hills,Texas,TX,67317,32.8342952,-97.22890290000001
Lima,Ohio,OH,38355,40.742551,-84.1052256
Sacramento,California,CA,479686,38.5815719,-121.49439960000001
Fort Smith,Arkansas,AR,87650,35.385924200000005,-94.39854749999999
East Providence,Rhode Island,RI,47149,41.813711600000005,-71.37005450000001
Urbandale,Iowa,IA,41776,41.6266555,-93.71216559999999
Mount Vernon,New York,NY,68224,40.9125992,-73.8370786
Lakewood,Colorado,CO,147214,39.7047095,-105.08137340000002
Henderson,Nevada,NV,270811,36.0395247,-114.9817213
Covina,California,CA,48508,34.0900091,-117.89033970000001
Stamford,Connecticut,CT,126456,41.0534302,-73.53873409999999
Bloomington,Indiana,IN,82575,39.165325,-86.5263857
Kingsport,Tennessee,TN,52962,36.548434,-82.5618186
Spokane,Washington,WA,210721,47.6587802,-117.4260466
Kennewick,Washington,WA,76762,46.2112458,-119.1372338
Philadelphia,Pennsylvania,PA,1553165,39.9525839,-75.1652215
Bellingham,Washington,WA,82631,48.74908,-122.4781473
Visalia,California,CA,127763,36.330228399999996,-119.2920585
La Crosse,Wisconsin,WI,51522,43.8013556,-91.2395807
Council Bluffs,Iowa,IA,61969,41.2619444,-95.8608333
North Lauderdale,Florida,FL,42757,26.217305,-80.2258811
Dallas,Texas,TX,1257676,32.7766642,-96.7969879
Antioch,California,CA,107100,38.0049214,-121.80578899999999
Sterling Heights,Michigan,MI,131224,42.5803122,-83.0302033
Deerfield Beach,Florida,FL,78041,26.318412300000002,-80.0997657
Fishers,Indiana,IN,83891,39.95675479999999,-86.01335
Cheyenne,Wyoming,WY,62448,41.1399814,-104.8202462
Murrieta,California,CA,107479,33.553914299999995,-117.21392320000001
Lenexa,Kansas,KS,50344,38.9536174,-94.7335709
Noblesville,Indiana,IN,56540,40.0455917,-86.0085955
Southaven,Mississippi,MS,50997,34.9889818,-90.0125913
Chino,California,CA,80988,34.0122346,-117.68894399999999
Gaithersburg,Maryland,MD,65690,39.143440600000005,-77.2013705
Fountain Valley,California,CA,56707,33.7091847,-117.95366969999999
Frederick,Maryland,MD,66893,39.414268799999995,-77.41054090000002
Greenville,North Carolina,NC,89130,35.612660999999996,-77.3663538
DeKalb,Illinois,IL,43849,41.9294736,-88.7503647
West Allis,Wisconsin,WI,60697,43.0166806,-88.0070315
Thornton,Colorado,CO,127359,39.8680412,-104.9719243
West Des Moines,Iowa,IA,61255,41.5772115,-93.711332
Fall River,Massachusetts,MA,88697,41.7014912,-71.1550451
Tulare,California,CA,61170,36.20772879999999,-119.3473379
Chula Vista,California,CA,256780,32.6400541,-117.0841955
Coral Springs,Florida,FL,126604,26.271192,-80.27060440000001
Concord,North Carolina,NC,83506,35.4087517,-80.579511
Smyrna,Georgia,GA,53438,33.883992600000006,-84.51437609999999
Apopka,Florida,FL,45587,28.6934076,-81.53221490000001
Grand Forks,North Dakota,ND,54932,47.9252568,-97.0328547
Lancaster,Ohio,OH,39325,39.71367539999999,-82.59932940000002
Naperville,Illinois,IL,144864,41.7508391,-88.15353520000001
Hollywood,Florida,FL,146526,26.0112014,-80.1494901
Rogers,Arkansas,AR,60112,36.3320196,-94.1185366
New Orleans,Louisiana,LA,378715,29.9510658,-90.0715323
Lakewood,Washington,WA,59097,47.1717649,-122.51845800000001
Oak Lawn,Illinois,IL,57073,41.719978000000005,-87.7479528
Caldwell,Idaho,ID,48957,43.662938399999994,-116.6873596
Portland,Oregon,OR,609456,45.523062200000005,-122.67648159999999
Concord,California,CA,125880,37.9779776,-122.0310733
Burien,Washington,WA,49858,47.4703767,-122.3467918
St. Charles,Missouri,MO,67569,38.7881062,-90.4974359
Waukesha,Wisconsin,WI,71016,43.0116784,-88.2314813
Flagstaff,Arizona,AZ,68667,35.1982836,-111.651302
Puyallup,Washington,WA,38609,47.1853785,-122.29289740000002
Schenectady,New York,NY,65902,42.8142432,-73.93956870000001
Denver,Colorado,CO,649495,39.739235799999996,-104.990251
Springfield,Illinois,IL,117006,39.7817213,-89.6501481
Campbell,California,CA,40584,37.2871651,-121.9499568
Moreno Valley,California,CA,201175,33.9424658,-117.2296717
Kettering,Ohio,OH,55870,39.6895036,-84.16882740000001
Lincoln Park,Michigan,MI,37313,42.250594299999996,-83.17853609999999
Lake Havasu City,Arizona,AZ,52844,34.483901,-114.32245479999999
North Little Rock,Arkansas,AR,66075,34.769535999999995,-92.2670941
Reno,Nevada,NV,233294,39.529632899999996,-119.8138027
Littleton,Colorado,CO,44275,39.613321,-105.0166498
Prescott,Arizona,AZ,40590,34.540024200000005,-112.46850249999999
Dublin,California,CA,52105,37.7021521,-121.9357918
Texarkana,Texas,TX,37442,33.425125,-94.0476882
Portland,Maine,ME,66318,43.661471,-70.2553259
Brooklyn Park,Minnesota,MN,78373,45.0941315,-93.3563405
West Haven,Connecticut,CT,55046,41.2705484,-72.94697109999998
El Centro,California,CA,43363,32.792,-115.56305139999999
The Colony,Texas,TX,39458,33.0806083,-96.8928309
Flint,Michigan,MI,99763,43.012527399999996,-83.6874562
Pittsburg,California,CA,66695,38.027976200000005,-121.88468059999998
Buckeye,Arizona,AZ,56683,33.370319699999996,-112.58377659999998
Brea,California,CA,40963,33.9166805,-117.9000604
Indio,California,CA,83539,33.7205771,-116.2155619
Scottsdale,Arizona,AZ,226918,33.494170399999994,-111.9260519
Columbus,Ohio,OH,822553,39.9611755,-82.9987942
Lancaster,Pennsylvania,PA,59325,40.0378755,-76.3055144
Lincoln,Nebraska,NE,268738,40.8257625,-96.6851982
Trenton,New Jersey,NJ,84349,40.2170534,-74.74293840000001
Boston,Massachusetts,MA,645966,42.360082500000004,-71.0588801
Glendora,California,CA,51074,34.136118700000004,-117.86533899999999
Rochester,Minnesota,MN,110742,44.0121221,-92.4801989
Florissant,Missouri,MO,52363,38.789217,-90.322614
Annapolis,Maryland,MD,38722,38.9784453,-76.4921829
Chapel Hill,North Carolina,NC,59635,35.913199600000006,-79.05584449999999
Lawrence,Indiana,IN,47135,39.8386516,-86.0252612
Calexico,California,CA,39389,32.6789476,-115.4988834
Calumet City,Illinois,IL,37240,41.6155909,-87.5294871
Missoula,Montana,MT,69122,46.8787176,-113.99658600000001
Clovis,California,CA,99769,36.8252277,-119.70291940000001
Pearland,Texas,TX,100065,29.5635666,-95.2860474
Gilbert,Arizona,AZ,229972,33.3528264,-111.789027
Wausau,Wisconsin,WI,39309,44.9591352,-89.6301221
Raleigh,North Carolina,NC,431746,35.7795897,-78.6381787
Orange,California,CA,139969,33.787794399999996,-117.8531119
Walnut Creek,California,CA,66900,37.9100783,-122.06518190000001
Bremerton,Washington,WA,39056,47.567320200000005,-122.6329356
Porterville,California,CA,55174,36.06523,-119.0167679
Marana,Arizona,AZ,38290,32.436381,-111.2224422
Tallahassee,Florida,FL,186411,30.4382559,-84.2807329
Conroe,Texas,TX,63032,30.311876899999998,-95.4560512
Blacksburg,Virginia,VA,43609,37.2295733,-80.4139393
San Antonio,Texas,TX,1409019,29.4241219,-98.4936282
Hartford,Connecticut,CT,125017,41.7637111,-72.6850932
Waterloo,Iowa,IA,68366,42.492785999999995,-92.3425775
Binghamton,New York,NY,46444,42.0986867,-75.9179738
Meridian,Idaho,ID,83596,43.61210870000001,-116.39151310000001
Fond du Lac,Wisconsin,WI,42970,43.7730448,-88.44705079999999
Baytown,Texas,TX,75418,29.735504700000003,-94.97742740000001
Cary,North Carolina,NC,151088,35.791540000000005,-78.78111690000001
Weymouth Town,Massachusetts,MA,55419,42.2180724,-70.94103559999999
Tulsa,Oklahoma,OK,398121,36.1539816,-95.992775
Mission,Texas,TX,81050,26.2159066,-98.3252932
Cuyahoga Falls,Ohio,OH,49267,41.133944899999996,-81.48455849999999
Malden,Massachusetts,MA,60509,42.4250964,-71.066163
Allen,Texas,TX,92020,33.1031744,-96.6705503
Tucson,Arizona,AZ,526116,32.2217429,-110.926479
Franklin,Tennessee,TN,68886,35.9250637,-86.86888990000001
Shakopee,Minnesota,MN,39167,44.79739620000001,-93.5272861
Jacksonville,Florida,FL,842583,30.3321838,-81.655651
Atlantic City,New Jersey,NJ,39551,39.3642834,-74.4229266
Erie,Pennsylvania,PA,100671,42.1292241,-80.085059
Merced,California,CA,81102,37.3021632,-120.48296770000002
Abilene,Texas,TX,120099,32.4487364,-99.7331439
Yorba Linda,California,CA,67032,33.888625899999994,-117.8131125
Greenville,South Carolina,SC,61397,34.8526176,-82.3940104
Huntersville,North Carolina,NC,50458,35.410694,-80.8428504
St. Clair Shores,Michigan,MI,60070,42.4974085,-82.8963604
Harrisburg,Pennsylvania,PA,49188,40.273191100000005,-76.88670079999999
San Buenaventura (Ventura),California,CA,108817,34.274646000000004,-119.22903159999998
Fremont,California,CA,224922,37.548269700000006,-121.98857190000001
Pueblo,Colorado,CO,108249,38.2544472,-104.60914090000001
Chelsea,Massachusetts,MA,37670,42.3917638,-71.03282840000001
Belleville,Illinois,IL,42895,38.520050399999995,-89.98399350000001
Minneapolis,Minnesota,MN,400070,44.977753,-93.2650108
Bartlett,Tennessee,TN,58226,35.204532799999996,-89.8739753
Wichita Falls,Texas,TX,104898,33.913708500000006,-98.49338730000001
Missouri City,Texas,TX,70185,29.6185669,-95.5377215
St. Louis,Missouri,MO,318416,38.6270025,-90.1994042
Pharr,Texas,TX,73790,26.1947962,-98.1836216
Albuquerque,New Mexico,NM,556495,35.0853336,-106.6055534
Athens-Clarke County,Georgia,GA,119980,33.9519347,-83.357567
South Jordan,Utah,UT,59366,40.5621704,-111.929658
North Las Vegas,Nevada,NV,226877,36.1988592,-115.1175013
Pomona,California,CA,151348,34.055103,-117.7499909
Eastvale,California,CA,55191,33.952463,-117.5848025
Grove City,Ohio,OH,37490,39.881451899999995,-83.09296440000001
Lawrence,Kansas,KS,90811,38.971668900000004,-95.23525009999999
Midland,Texas,TX,123933,31.9973456,-102.0779146
Oklahoma City,Oklahoma,OK,610613,35.4675602,-97.5164276
Oro Valley,Arizona,AZ,41627,32.3909071,-110.96648799999998
Mesa,Arizona,AZ,457587,33.4151843,-111.83147240000001
Norwalk,Connecticut,CT,87776,41.117744,-73.4081575
Kentwood,Michigan,MI,50233,42.8694731,-85.6447492
Brookfield,Wisconsin,WI,37999,43.0605671,-88.1064787
Rockwall,Texas,TX,40922,32.9312336,-96.45970890000001
Mishawaka,Indiana,IN,47989,41.6619927,-86.15861559999999
Tustin,California,CA,78327,33.7458511,-117.82616599999999
St. Cloud,Minnesota,MN,66297,45.5579451,-94.1632404
Passaic,New Jersey,NJ,70868,40.8567662,-74.12847640000001
Escondido,California,CA,148738,33.1192068,-117.086421
San Bruno,California,CA,42443,37.6304904,-122.41108349999999
Berkeley,California,CA,116768,37.87159260000001,-122.272747
San Clemente,California,CA,65040,33.4269728,-117.6119925
Lawton,Oklahoma,OK,97151,34.6035669,-98.3959291
Eau Claire,Wisconsin,WI,67545,44.811349,-91.4984941
Maricopa,Arizona,AZ,45508,33.058106300000006,-112.04764229999999
DeSoto,Texas,TX,51483,32.589699800000005,-96.8570738
Fort Wayne,Indiana,IN,256496,41.079273,-85.13935129999999
Shoreline,Washington,WA,54790,47.7556531,-122.3415178
Medford,Massachusetts,MA,57170,42.4184296,-71.10616390000001
La Habra,California,CA,61653,33.9319578,-117.94617340000002
Albany,New York,NY,98424,42.65257929999999,-73.7562317
Daly City,California,CA,104739,37.687924100000004,-122.47020790000002
Taylor,Michigan,MI,61817,42.240871999999996,-83.2696509
Lynchburg,Virginia,VA,78014,37.4137536,-79.1422464
Bowie,Maryland,MD,56759,39.0067768,-76.77913649999999
Danbury,Connecticut,CT,83684,41.394816999999996,-73.45401109999999
Charlottesville,Virginia,VA,44349,38.029305900000004,-78.4766781
Coral Gables,Florida,FL,49631,25.72149,-80.2683838
Coeur d'Alene,Idaho,ID,46402,47.677683200000004,-116.78046640000001
El Monte,California,CA,115708,34.0686206,-118.02756670000001
Crystal Lake,Illinois,IL,40388,42.2411344,-88.3161965
Danville,California,CA,43341,37.8215929,-121.9999606
Goodyear,Arizona,AZ,72864,33.4353394,-112.3576567
Paterson,New Jersey,NJ,145948,40.916765399999996,-74.171811
Salem,Oregon,OR,160614,44.9428975,-123.03509629999999
Kissimmee,Florida,FL,65173,28.291955699999995,-81.40757099999999
Saginaw,Michigan,MI,50303,43.419469899999996,-83.9508068
Brownsville,Texas,TX,181860,25.9017472,-97.4974838
Flower Mound,Texas,TX,68609,33.0145673,-97.0969552
Grapevine,Texas,TX,50195,32.9342919,-97.07806540000001
Edina,Minnesota,MN,49376,44.889686600000005,-93.3499489
Detroit,Michigan,MI,688701,42.331427000000005,-83.0457538
Fairfield,Ohio,OH,42635,39.345467299999996,-84.56031870000001
Mansfield,Texas,TX,60872,32.5631924,-97.1416768
Rochester,New York,NY,210358,43.16103,-77.61092190000001
Birmingham,Alabama,AL,212113,33.5206608,-86.80249
Austin,Texas,TX,885400,30.267153000000004,-97.7430608
Santa Barbara,California,CA,90412,34.4208305,-119.69819009999999
Addison,Illinois,IL,37385,41.931696,-87.9889556
Rio Rancho,New Mexico,NM,91956,35.2327544,-106.66304369999999
Normal,Illinois,IL,54664,40.514202600000004,-88.99063120000001
Romeoville,Illinois,IL,39650,41.6475306,-88.0895061
Coon Rapids,Minnesota,MN,62103,45.1732394,-93.30300629999999
San Mateo,California,CA,101128,37.562991700000005,-122.32552539999999
Orlando,Florida,FL,255483,28.5383355,-81.3792365
Casper,Wyoming,WY,59628,42.866632,-106.31308100000001
Bedford,Texas,TX,48592,32.844017,-97.1430671
Wilmington,North Carolina,NC,112067,34.2257255,-77.9447102
Pinellas Park,Florida,FL,49998,27.8428025,-82.6995443
North Miami Beach,Florida,FL,43250,25.9331488,-80.1625463
Kansas City,Kansas,KS,148483,39.114053000000006,-94.6274636
Fitchburg,Massachusetts,MA,40383,42.583422799999994,-71.8022955
Wheeling,Illinois,IL,38015,42.1391927,-87.92895909999999
Newton,Massachusetts,MA,87971,42.337041299999996,-71.2092214
North Miami,Florida,FL,61007,25.890094899999998,-80.18671379999999
Norwich,Connecticut,CT,40347,41.5242649,-72.07591049999999
Newark,New Jersey,NJ,278427,40.735657,-74.1723667
Alexandria,Louisiana,LA,48426,31.3112936,-92.4451371
Blaine,Minnesota,MN,60407,45.1607987,-93.2349489
Harlingen,Texas,TX,65665,26.190630600000002,-97.69610259999999
Lompoc,California,CA,43509,34.6391501,-120.4579409
Denton,Texas,TX,123099,33.2148412,-97.13306829999999
Galveston,Texas,TX,48733,29.3013479,-94.7976958
Greenwood,Indiana,IN,53665,39.6136578,-86.10665259999999
Salinas,California,CA,155662,36.6777372,-121.6555013
Miami Gardens,Florida,FL,111378,25.942037699999997,-80.2456045
Huntington,West Virginia,WV,49177,38.41924960000001,-82.445154
Laredo,Texas,TX,248142,27.530567100000003,-99.48032409999999
Melbourne,Florida,FL,77508,28.0836269,-80.6081089
Haltom City,Texas,TX,43580,32.799573800000005,-97.2691817
Palm Bay,Florida,FL,104898,28.034462100000006,-80.5886646
Wilson,North Carolina,NC,49628,35.7212689,-77.91553950000001
Bountiful,Utah,UT,43023,40.8893895,-111.880771
Ceres,California,CA,46714,37.5949316,-120.9577098
Parma,Ohio,OH,80429,41.404774200000006,-81.72290859999998
Rapid City,South Dakota,SD,70812,44.0805434,-103.2310149
Bell Gardens,California,CA,42889,33.965291799999996,-118.1514588
Commerce City,Colorado,CO,49799,39.8083196,-104.9338675
Springfield,Massachusetts,MA,153703,42.1014831,-72.589811
Fort Collins,Colorado,CO,152061,40.5852602,-105.084423
San Leandro,California,CA,87965,37.7249296,-122.1560768
Vista,California,CA,96929,33.2000368,-117.2425355
Yonkers,New York,NY,199766,40.9312099,-73.8987469
Cincinnati,Ohio,OH,297517,39.103118200000004,-84.5120196
Hagerstown,Maryland,MD,40612,39.641762899999996,-77.7199932
Sanford,Florida,FL,56002,28.802861199999995,-81.269453
Union City,New Jersey,NJ,68247,40.697589799999996,-74.2631635
Toledo,Ohio,OH,282313,41.6639383,-83.555212
Sierra Vista,Arizona,AZ,45129,31.545500099999998,-110.27728559999998
Newport News,Virginia,VA,182020,37.087082099999996,-76.4730122
Hammond,Indiana,IN,78967,41.583368799999995,-87.5000412
Buffalo Grove,Illinois,IL,41778,42.1662831,-87.9631308
Sugar Land,Texas,TX,83860,29.6196787,-95.6349463
Huntsville,Alabama,AL,186254,34.730368799999994,-86.5861037
Lodi,California,CA,63338,38.1341477,-121.27221940000001
Edmonds,Washington,WA,40727,47.8106521,-122.37735520000001
Duncanville,Texas,TX,39605,32.6518004,-96.9083366
Rocky Mount,North Carolina,NC,56954,35.938210299999994,-77.7905339
Pontiac,Michigan,MI,59887,42.6389216,-83.2910468
National City,California,CA,59834,32.6781085,-117.0991967
Hayward,California,CA,151574,37.6688205,-122.08079640000001
Niagara Falls,New York,NY,49468,43.0962143,-79.03773879999999
Sparks,Nevada,NV,93282,39.5349112,-119.7526886
Hanford,California,CA,54686,36.3274502,-119.64568440000001
Cypress,California,CA,49087,33.8169599,-118.0372852
Youngstown,Ohio,OH,65184,41.0997803,-80.6495194
Madison,Alabama,AL,45799,34.6992579,-86.7483318
Redlands,California,CA,69999,34.055569299999995,-117.1825381
Cape Girardeau,Missouri,MO,38816,37.3058839,-89.51814759999999
Nampa,Idaho,ID,86518,43.5407172,-116.5634624
Washington,District of Columbia,DC,646449,38.9071923,-77.03687070000001
Wheaton,Illinois,IL,53648,41.8661403,-88.1070127
Lancaster,Texas,TX,38071,32.5920798,-96.7561082
Rialto,California,CA,101910,34.1064001,-117.37032350000001
Fargo,North Dakota,ND,113658,46.8771863,-96.78980340000001
Peoria,Illinois,IL,116513,40.6936488,-89.58898640000001
Omaha,Nebraska,NE,434353,41.25236339999999,-95.99798829999999
Rancho Santa Margarita,California,CA,49228,33.640855,-117.603104
Manhattan,Kansas,KS,56143,39.1836082,-96.5716694
Palm Springs,California,CA,46281,33.8302961,-116.54529209999998
San Diego,California,CA,1355896,32.715738,-117.1610838
